epoch,train_loss,val_loss,val_f1
0,0.8446983393085631,0.8144031210621405,74.13445361602042
1,0.48072977050354604,0.820213996789486,76.10597287453517
2,0.48128033468597814,0.5699601149859114,78.64393040758101
3,0.42811826381244156,0.4916764836137493,79.09141876739348
4,0.33831560807792765,0.6607859165718158,77.79723679224587
5,0.35420152780256775,0.5670358673928099,79.3716515821779
6,0.27267263466982467,0.48107439145678654,80.65566397031678
7,0.21279433232388997,0.5476646715542302,76.44530033029757
8,0.2215920605353619,0.640945787197375,78.78224767535674
9,0.16347530268524824,0.5223613039124757,81.76547954478718
10,0.13103697497985864,0.547062735280229,77.94337606837607
11,0.20602863747626543,0.5668839128274057,81.34402465412919
12,0.13350195981758206,0.6283908496293912,83.66684126309217
13,0.09174407106873236,0.496945733029861,84.67204127308491
14,0.1078570676281264,0.5101663140166137,85.67634501887474
15,0.09565867345142913,0.536725328821275,85.58540225206892
16,0.06731809901171609,0.4748236660509267,83.91905487868158
17,0.05601519451623684,0.5575169346864439,83.07692307692308
18,0.06816830211564114,0.5602707912573047,86.16724898333239
19,0.0606929578475262,0.5946675803926256,84.05214393449687
20,0.05434590857475996,0.5313082047634654,84.66588819150489
21,0.030639080888297605,0.6910310417952132,79.47777108736013
22,0.05619396573226703,0.6259420529564118,82.17961360582619
23,0.03405318537874049,0.7942599028416831,79.85759865148574
24,0.07350155553094258,0.8994595826495697,77.02999172923985
25,0.07375407050130889,0.7147086082647244,82.99508587554129
26,0.04910031968335572,0.6396128202840272,80.58413217987686
27,0.055437111056801915,0.8932889288860477,77.65674820853684
28,0.06518212006745958,0.4988929377642408,85.30365554269291
29,0.04381824914660109,0.4766331505832366,85.23252754533553
30,0.02203363479164086,0.7472596352745313,81.31743944397307
31,0.040377992188472205,0.5628667820193287,83.03572820290145
32,0.049212224616080914,0.5333083472376328,84.41489627262551
33,0.021393012485197305,0.5560924874152988,86.01282564979398
34,0.025977666391745993,0.6256025290737549,82.37223092804705
35,0.01488846640935854,0.6336679669426909,85.13353814916113
36,0.010997535510748429,0.5671927069908835,87.10382227124309
37,0.04185879744411642,0.6927607720216555,81.58803393849561
38,0.04916917473862046,0.9120533514307883,81.84981684981686
39,0.02415230106807461,0.808308099461202,83.3300183978917
40,0.018791731212619005,0.7938644606126926,83.8755980861244
41,0.033965811750692264,0.6684298515118725,80.58680796058728
42,0.016349846684055303,0.5863708506286558,84.83115413838306
43,0.02713370283508036,0.6081632576192786,82.86233683756903
44,0.03752088214050194,0.5895273010828532,85.07009066583534
45,0.035941347122915385,1.2746233147442279,75.94714809000523
46,0.03167889408742715,0.6417194375284857,85.30986860431501
47,0.06692073070045904,0.7638238427591406,80.64047716988895
48,0.05937777431436667,0.7593014800254928,79.93580663015017
49,0.032443977623571346,0.5847880586257411,85.34887334887335
50,0.012362525876501183,0.6581664915429428,83.81939902273865
51,0.026536520394361822,0.6655581647064537,82.25140847762107
52,0.03324151904120012,0.6058688255224196,84.33089905874715
53,0.028509255765943396,0.4861973746495399,87.491305342349
54,0.026390783171671883,0.6849058186506025,84.36221867715115
55,0.03114716932683031,0.6480403183587542,86.99872677763217
56,0.01722839776898342,0.6500497738749497,83.97200322475946
57,0.03065642321139182,0.5522189025003981,85.38198864439998
58,0.014450398425412314,0.6609883523869939,85.47300011816141
59,0.014231683473075176,0.6849467945345774,81.33533834586466
60,0.007949924019876084,0.6323520690598848,83.16018099547512
61,0.014374265671664799,0.728174721374267,84.69044933561062
62,0.02395967069529242,0.5777958540582202,85.97213661384964
63,0.01713464848427592,0.6735071572143675,85.14188149132076
64,0.023213713137298135,0.9411631394741562,78.71684141319768
65,0.043471575069768155,0.6209807129602672,82.84978833332804
66,0.024175809540075102,0.6572060429251805,83.8139097744361
